60 0.000001 0.000000
70 -0.000000 -0.000000
80 0.000000 0.000000
90 -0.000000 -0.000000
100 -0.000000 -0.000000
110 -0.000000 0.000000
120 -0.000000 -0.000000
130 -0.000000 -0.000000
140 0.007848 0.007626
150 0.000000 0.000000
160 -0.000000 -0.000000
170 -0.000000 0.000000
180 0.000000 0.000000
190 0.403768 0.319227
200 0.367244 0.343422
210 0.316668 0.365427
220 0.112951 0.135253
230 0.091311 0.115842
240 0.072612 0.098211
250 0.055393 0.079089
260 0.039369 0.058881
270 0.024325 0.037877
280 0.010094 0.016284
290 -0.000000 -0.000000
