60 3176.83 204.457 3381.29
70 2984.89 288.597 3273.49
80 2864.25 344.675 3208.93
90 2817.53 369.859 3187.38
100 2860.72 366.313 3227.03
110 2905.41 344.341 3249.75
120 2949.37 322.367 3271.74
130 2963.74 315.189 3278.93
140 2942.89 325.611 3268.5
150 2875.36 347.672 3223.03
160 2845.72 360.335 3206.05
170 2875.39 353.065 3228.46
180 2920.01 330.769 3250.77
190 2964.66 308.445 3273.11
200 3093.57 288.598 3382.16
210 3102.57 283.911 3386.48
220 3090.59 289.9 3380.48
230 3074.71 297.826 3372.54
240 3073.07 298.71 3371.78
250 3086.02 292.44 3378.46
260 3095.78 287.912 3383.69
270 3080.8 295.397 3376.2
280 3045.56 313.015 3358.57
290 3006.45 332.554 3339
