60 8266.36 423.412 8689.77
70 7949.51 617.347 8566.86
80 8000.18 592.123 8592.3
90 8119.59 532.51 8652.1
100 8045.88 581.752 8627.63
110 7876.09 658.86 8534.95
120 7879.96 658.742 8538.7
130 8072.77 583.837 8656.61
140 8230.57 505.226 8735.8
150 8321.5 459.869 8781.37
160 8343.58 448.951 8792.53
170 8284.12 478.856 8762.97
180 8272.51 525.659 8798.17
190 8137.2 585.53 8722.73
200 7992.57 645.548 8638.12
210 7936.55 675.877 8612.43
220 8097.76 674.042 8771.8
230 8149.72 648.081 8797.81
240 8072.32 671.696 8744.01
250 8017.74 703.104 8720.84
260 8114.73 685.246 8799.97
270 8224.32 626.198 8850.52
280 8287.22 560.02 8847.24
290 8364.38 528.669 8893.05
