110 640.507 98.0702 738.577
120 631.613 104.86 736.473
130 620.436 110.421 730.857
140 615.627 115.021 730.647
150 608.183 118.71 726.893
160 597.279 121.725 719.004
170 592.231 124.166 716.398
180 587.744 126.29 714.034
190 583.873 128.067 711.94
200 581.277 129.17 710.447
210 579.994 129.597 709.591
220 582.499 129.563 712.062
230 584.432 129.139 713.571
240 585.862 128.397 714.259
250 587.64 127.484 715.124
260 589.341 126.613 715.954
270 593.487 125.684 719.171
280 595.614 124.611 720.224
290 608.841 123.21 732.051
