0 0.110008
1 0.131398
2 0.154011
3 0.278949
4 7.999
5 2.41267
6 1.73121
7 3.82827
8 3.21072
9 1.0663
10 1.04158
11 1.36394
12 5.17367
13 6.28845
14 1.37257
15 1.93164
16 4.2353
17 4.20309
18 2.18752
19 3.41659
