60 0.596394 0.507706
70 0.697464 0.612183
80 0.697464 0.612183
90 0.697465 0.612181
100 0.697465 0.612182
110 0.697464 0.612180
120 0.697465 0.612183
130 0.697464 0.612181
140 0.697465 0.612184
150 0.697465 0.612184
160 0.697464 0.612182
170 0.697464 0.612183
180 0.697464 0.612183
190 0.697466 0.612184
200 0.697465 0.612183
210 0.697467 0.612182
220 0.697465 0.612184
230 0.697464 0.612187
240 0.697464 0.612180
250 0.697464 0.612186
260 0.697465 0.612183
270 0.697464 0.612184
280 0.697465 0.612182
290 0.697464 0.612183
