60 0.037074 0.122296
70 0.045337 0.141904
80 0.054066 0.160936
90 0.063198 0.179268
100 0.072671 0.196777
110 0.082503 0.213444
120 0.092660 0.229205
130 0.103022 0.243934
140 0.113460 0.257515
150 0.123857 0.269835
160 0.134077 0.280796
170 0.144009 0.290309
180 0.153780 0.298688
190 0.163677 0.306474
200 0.173620 0.313629
210 0.183532 0.320111
220 0.193421 0.325986
230 0.203259 0.331280
240 0.212955 0.335993
250 0.218199 0.338339
260 0.218202 0.338339
270 0.218203 0.338340
280 0.218202 0.338339
290 0.218205 0.338340
