60 4.213939 22.736116
70 4.711008 21.058727
80 11.760768 21.382828
90 64.980080 73.774094
100 50.980301 66.212486
110 -0.000002 0.000030
120 0.000006 0.000078
130 0.000014 -0.000048
140 -0.000016 0.000022
150 21.560408 24.467436
160 18.309544 24.183229
170 -0.000044 0.000004
180 0.000041 0.000023
190 -0.000017 -0.000004
200 0.000005 -0.000051
210 0.000020 0.000010
220 0.000027 -0.000022
230 0.000019 0.000109
240 10.663408 8.391191
250 4.897274 3.285966
260 0.436678 0.251708
270 -0.000032 -0.000011
280 -0.000004 0.000047
290 2.379568 0.896971
