0 0.223454
1 0.234149
2 0.347212
3 0.376188
4 0.412148
5 0.535976
6 0.601958
7 4.29772
8 3.6736
9 3.89774
10 4.62126
11 3.84524
12 2.66985
13 2.04049
14 2.68196
15 2.17809
16 2.47476
17 2.91187
18 3.57746
19 2.2861
