60 124.501 100.573 225.073
70 121.424 101.987 223.411
80 118.712 103.331 222.043
90 116.229 104.574 220.803
100 113.964 105.699 219.663
110 112.689 106.667 219.356
120 111.636 107.405 219.041
130 110.656 107.892 218.548
140 110.258 108.089 218.347
150 110.339 108.049 218.388
160 110.748 107.846 218.594
170 110.026 107.445 217.471
180 112.939 106.891 219.83
190 114.045 106.417 220.462
200 114.736 106.076 220.812
210 115.437 105.759 221.196
220 116 105.484 221.484
230 116.38 105.301 221.681
240 116.671 105.162 221.833
250 116.843 105.08 221.924
260 117.113 105.068 222.181
270 116.98 105.135 222.114
280 116.615 105.317 221.932
290 116.094 105.578 221.671
