20 724.645 59.7703 784.415
30 704.111 70.0503 774.161
40 677.205 83.5205 760.725
50 646.445 98.9217 745.367
60 614.587 114.877 729.463
70 578.214 130.149 708.363
80 550.522 144.034 694.556
90 525.303 155.985 681.288
100 513.384 165.577 678.961
110 499.928 172.726 672.653
120 489.75 177.867 667.617
130 483.408 181.187 664.596
140 481.05 183.342 664.392
150 478.866 184.475 663.342
160 477.905 184.989 662.894
170 479.322 184.305 663.628
180 487.345 181.96 669.305
190 493.372 178.178 671.549
200 502.292 173.721 676.013
210 509.318 170.205 679.522
220 514.422 167.653 682.075
230 518.927 166.636 685.562
240 519.525 166.346 685.872
250 514.361 168.93 683.291
260 508.421 171.9 680.32
270 502.617 174.803 677.42
280 495.121 178.605 673.726
290 487.577 182.377 669.954
300 480.476 185.928 666.404
310 473.969 189.181 663.15
320 469.774 191.356 661.13
330 476.251 191.921 668.172
340 477.241 190.793 668.035
350 482.058 188.386 670.444
360 487.96 185.443 673.403
370 495.045 181.901 676.945
380 503.255 177.796 681.051
390 512.081 173.383 685.464
