60 13.292 99.0558 112.348
70 13.2137 99.0949 112.309
80 13.1033 99.1501 112.253
90 13.006 99.1987 112.205
100 12.9547 99.2244 112.179
110 12.934 99.2347 112.169
120 12.9355 99.234 112.17
130 12.9543 99.2246 112.179
140 12.9869 99.2083 112.195
150 13.0319 99.1858 112.218
160 13.0875 99.158 112.246
170 13.1659 99.1188 112.285
180 13.2669 99.0684 112.335
190 13.3596 99.0273 112.387
200 13.4274 98.9998 112.427
210 13.4816 98.9791 112.461
220 13.5206 98.9632 112.484
230 13.5469 98.9522 112.499
240 13.5356 98.9597 112.495
250 13.557 98.9561 112.513
260 13.5669 98.9522 112.519
270 13.5758 98.9486 112.524
280 13.6124 98.9307 112.543
290 13.6961 98.9026 112.599
