0 5.51262
1 6.37231
2 5.31216
3 4.10172
4 3.47272
5 2.89132
6 2.47095
7 1.85302
8 1.62352
9 1.45777
10 1.2421
11 1.14206
12 1.0991
13 0.855164
14 0.824006
15 0.793319
16 0.71894
17 0.68624
18 0.797475
19 0.851856
